,Output_GAP,Inflation_1
195,1.0587160333339947,1.0101
196,1.0649114462245508,1.0098
197,1.06466587735711,1.01
198,1.0663355033598536,1.0103
199,1.0695546015908461,1.0161
200,1.0734364993594783,1.0216
201,1.0784866204397487,1.0263
202,1.0772790824089156,1.0304
203,1.0793758144126369,1.0362
204,1.0791531108910952,1.0416
205,1.087443942498869,1.0459
206,1.083992435937025,1.0499
207,1.0795549242434255,1.0525
208,1.0830755879413148,1.0524
209,1.0807787649412501,1.0526
210,1.0820976880162498,1.0525
211,1.0832125068713374,1.0494
212,1.0850081142721442,1.0424
213,1.0754442795654653,1.0261
214,1.0769747719137126,1.02
215,1.066595626971499,1.0181
216,1.0388392330862688,1.0016
217,1.023008448512967,1.0018
218,1.0174159263509495,1.0021
219,1.017482470857702,1.0015
220,1.0251618095764448,1.0012
221,1.0269560823274362,1.0016
222,1.0337995124883728,1.0018
223,1.038514703351743,1.0019
224,1.0403851155214587,1.0018
225,1.0338177516999432,1.0014
226,1.0360255593626133,1.0009
227,1.0305767289356897,1.0008
228,1.0367653017048928,1.0007
229,1.0402074185172683,1.0013
230,1.0399415931097427,1.0016
231,1.036843308388617,1.0014
232,1.033640122278853,1.0016
233,1.0394484086301192,1.0014
234,1.0377891576155203,1.0009
235,1.0420975045578984,1.0008
236,1.0465206533644427,1.0009
237,1.038160091505435,1.0008
238,1.0466642098983387,1.001
239,1.0542784734829853,1.0009
240,1.054409621797135,1.0012
241,1.0586229096334439,1.0011
242,1.0598710696365423,1.0013
243,1.0589101892099253,1.0014
244,1.0559111088113882,1.0024
245,1.057379980983038,1.0036
246,1.0565025542354143,1.0038
247,1.0599233681694653,1.004
248,1.0616860360591398,1.0054
249,1.0624558265671493,1.0079
250,1.0635653399827256,1.0104
251,1.0666826159645035,1.0115
252,1.0732400473014447,1.013
253,1.0765272181663508,1.0151
254,1.0770116049316962,1.0182
255,1.0786364287909764,1.0195
256,1.0752081731013294,1.0227
257,1.0760782868301002,1.0241
258,1.0798844482613654,1.0238
259,1.0868240723642177,1.0204
260,1.088525677052382,1.0155
261,1.0687317884985075,1.0065
262,0.9802033534095632,1.0008
263,1.0524060641028044,1.0009
